"","species_id","bwg_name","domain","kingdom","phylum","subphylum","class","subclass","ord","subord","family","subfamily","tribe","genus","species","subspecies","functional_group","predation","realm","micro_macro","barcode","names","AS1","AS2","AS3","AS4","BS1","BS2","BS3","BS4","BS5","DM1","DM2","FD1","FD2","FD3","FD4","FD5","FD6","FD7","FD8","FG1","FG2","FG3","FG4","FG5","FG6","LO1","LO2","LO3","LO4","LO5","LO6","LO7","RE1","RE2","RE3","RE4","RE5","RE6","RE7","RE8","RF1","RF2","RF3","RF4","RM1","RM2","RM3","RM4","RM5","MD1","MD2","MD3","MD4","MD5","MD6","MD7","MD8","CP1","CP2","CP3"
28,3496,"Diptera.36","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Cecidomyiidae",NA,NA,NA,NA,NA,"piercer","predator","aquatic","macro",NA,"Cecidomyiidae2",1,3,1,0,0,3,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,2,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0
29,3501,"Diptera.37","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Cecidomyiidae",NA,NA,NA,NA,NA,"piercer","predator","aquatic","macro",NA,"Cecidomyiidae3",1,3,1,0,0,3,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,2,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0
30,3506,"Diptera.438","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Cecidomyiidae",NA,NA,NA,NA,NA,"piercer","predator","aquatic","macro",NA,"Cecidomyiidae.spp",1,3,1,0,0,3,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,2,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0
31,3511,"Diptera.500","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Forcipomyiinae",NA,"Atrichopogon",NA,NA,"gatherer","prey","aquatic","macro",NA,NA,3,3,3,0,0,0,3,0,0,0,2,3,1,0,3,0,0,0,0,3,0,1,0,0,0,0,0,3,2,1,0,0,0,0,1,3,0,0,0,0,1,0,1,2,3,3,0,0,0,0,3,2,0,0,0,0,0,3,1,0
32,3516,"Diptera.509","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Ceratopogoninae",NA,"Culicoides",NA,NA,"piercer","predator","aquatic","macro",NA,"CTP - IC11",3,3,3,0,0,0,3,0,0,0,2,2,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,2,3,0,0,0,0,0,2,2,0,0,0,2,0,3,1,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0
33,3521,"Diptera.409","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Forcipomyiinae",NA,"Forcipomyia",NA,NA,"gatherer","prey","aquatic","macro",NA,"Ceratopogonidae JP2;Forcipomyia (Phytohelea) sp.",3,3,3,0,0,3,0,0,0,0,2,3,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,2,0,0,0,2,0,2,0,3,3,0,0,0,0,2,3,0,0,0,0,0,3,1,0
34,3526,"Coleoptera.5","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial","macro",NA,"Coleopteraimago2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,3,0,0,NA,NA,NA
35,3531,"Diptera.425","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Forcipomyiinae",NA,"Forcipomyia",NA,NA,"gatherer","prey","aquatic","macro",NA,"Ceratopogonidae JP5;Forcipomyia sp. 2",3,3,3,0,0,3,0,0,0,0,2,3,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,2,0,0,0,2,0,2,0,3,3,0,0,0,0,2,3,0,0,0,0,0,3,1,0
36,3536,"Diptera.498","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Ceratopogoninae",NA,"Stilobezzia",NA,NA,"piercer","predator","aquatic","macro",NA,NA,3,3,3,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,2,3,0,0,0,0,0,2,2,0,0,0,0,0,2,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0
37,3541,"Diptera.44","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae",NA,NA,NA,NA,NA,"gatherer","prey","aquatic","macro",NA,"Ceratopogonidae sp. 5555",3,3,3,0,3,0,0,0,0,0,2,3,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,2,2,0,0,0,2,0,2,0,3,3,0,0,0,0,2,2,0,0,0,0,0,3,1,0
38,3546,"Diptera.115","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Forcipomyiinae",NA,"Forcypomyia",NA,NA,"gatherer","prey","aquatic","macro",NA,"Forcypomyia sp.",3,3,3,0,0,3,0,0,0,0,2,3,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,2,0,0,0,2,0,2,0,3,3,0,0,0,0,2,2,0,0,0,0,0,3,1,0
39,3551,"Diptera.15","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Forcipomyiinae",NA,"Atrichopogon",NA,NA,"gatherer","prey","aquatic","macro",NA,"Atrichopogon sp. A",3,3,3,0,0,3,0,0,0,0,2,3,1,0,3,0,0,0,0,3,0,1,0,0,0,0,0,3,2,1,0,0,0,0,1,3,0,0,0,0,1,0,1,2,3,3,0,0,0,0,3,2,0,0,0,0,0,3,1,0
40,3556,"Diptera.444","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Forcipomyiinae",NA,"Atrichopogon",NA,NA,"gatherer","prey","aquatic","macro",NA,"Atrichopogon sp. B",3,3,3,0,0,3,0,0,0,0,2,3,1,0,3,0,0,0,0,3,0,1,0,0,0,0,0,3,2,1,0,0,0,0,1,3,0,0,0,0,1,0,1,2,3,3,0,0,0,0,3,2,0,0,0,0,0,3,1,0
41,3561,"Diptera.445","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Forcipomyiinae",NA,"Atrichopogon",NA,NA,"gatherer","prey","aquatic","macro",NA,"Atrichopogon sp C",3,3,3,0,0,3,0,0,0,0,2,3,1,0,3,0,0,0,0,3,0,1,0,0,0,0,0,3,2,1,0,0,0,0,1,3,0,0,0,0,1,0,1,2,3,3,0,0,0,0,3,2,0,0,0,0,0,3,1,0
42,3566,"Diptera.45","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Ceratopogoninae",NA,"Culicoides",NA,NA,"piercer","predator","aquatic","macro",NA,"Culicoides sp. A",3,3,3,0,0,0,3,0,0,0,2,2,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,2,3,0,0,0,0,0,2,2,0,0,0,2,0,2,1,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0
43,3571,"Diptera.446","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Ceratopogoninae",NA,"Bezzia",NA,NA,"piercer","predator","aquatic","macro",NA,"Bezzia sp. A",3,3,3,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,2,3,0,0,0,0,0,2,2,0,0,0,0,0,2,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0
44,3576,"Diptera.46","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Ceratopogoninae",NA,"Bezzia",NA,NA,"piercer","predator","aquatic","macro",NA,"Bezzia sp. B1/B2",3,3,3,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,2,3,0,0,0,0,0,2,2,0,0,0,0,0,2,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0
45,3581,"Coleoptera.6","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial","macro",NA,"Coleopteraimago3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,3,0,0,NA,NA,NA
46,3586,"Diptera.47","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Ceratopogoninae",NA,"Sphaeromias",NA,NA,"piercer","predator","aquatic","macro",NA,"Bezzia sp. C;Sphaeromias sp. B",3,3,3,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,2,3,0,0,0,0,0,2,2,0,0,0,0,0,2,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0
47,3591,"Diptera.48","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Ceratopogoninae",NA,"Bezzia",NA,NA,"piercer","predator","aquatic","macro",NA,"Bezzia sp. D",3,3,3,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,2,3,0,0,0,0,0,2,2,0,0,0,0,0,2,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0
48,3596,"Diptera.49","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Ceratopogoninae",NA,"Sphaeromias",NA,NA,"piercer","predator","aquatic","macro",NA,"Ceratopogonidae sp. E;Sphaeromias sp. A",3,3,3,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,2,3,0,0,0,0,0,2,2,0,0,0,0,0,2,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0
49,3601,"Diptera.50","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Ceratopogoninae",NA,"Bezzia",NA,NA,"piercer","predator","aquatic","macro",NA,"Bezzia sp. H",3,3,3,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,2,3,0,0,0,0,0,2,2,0,0,0,0,0,2,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0
50,3606,"Diptera.51","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae",NA,NA,NA,NA,NA,"piercer","predator","aquatic","macro",NA,"Ceratopogonidae sp. I",3,3,3,0,3,0,0,0,0,0,2,3,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,2,2,0,0,0,2,0,2,0,3,3,0,0,0,0,2,2,0,0,0,0,0,3,1,0
51,3611,"Diptera.482","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Forcipomyiinae",NA,"Atrichopogon",NA,NA,"gatherer","prey","aquatic","macro",NA,"Pupa Atrichopogon",3,3,3,0,0,3,0,0,0,0,2,3,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,2,2,0,0,0,2,0,1,0,3,3,0,0,0,0,3,2,0,0,0,0,0,3,1,0
52,3616,"Diptera.483","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae",NA,NA,NA,NA,NA,NA,NA,"aquatic","macro",NA,"Pupa Ceratopogonidae",3,3,3,0,3,0,0,0,0,0,2,3,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,2,2,0,0,0,2,0,2,0,3,3,0,0,0,0,2,2,0,0,0,0,0,3,1,0
53,3621,"Diptera.20","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Ceratopogoninae",NA,"Bezzia",NA,NA,"piercer","predator","aquatic","macro",NA,"Bezzia sp. 1",3,3,3,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,2,3,0,0,0,0,0,2,2,0,0,0,0,0,2,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0
54,3626,"Diptera.22","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Ceratopogoninae",NA,"Bezzia",NA,NA,"piercer","predator","aquatic","macro",NA,"Bezzia sp. 2",3,3,3,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,2,3,0,0,0,0,0,2,2,0,0,0,0,0,2,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0
