species.key,bwgname,category_range,measurement,name,value
3436,Diptera.184,category,larva_11mm,296,0
3436,Diptera.184,category,larva_11mm,301,0
3436,Diptera.184,category,larva_11mm,306,0
3436,Diptera.184,category,larva_11mm,311,0
3436,Diptera.184,category,larva_11mm,316,0
3436,Diptera.184,category,larva_11mm,321,0
3436,Diptera.184,category,larva_11mm,326,0
3436,Diptera.184,category,larva_11mm,331,0
3436,Diptera.184,category,larva_11mm,12626,NA
3471,Diptera.30,category,larva_average,211,0
3471,Diptera.30,category,larva_average,216,0
3471,Diptera.30,category,larva_average,221,0
3471,Diptera.30,category,larva_average,226,0
3471,Diptera.30,category,larva_average,231,0
3471,Diptera.30,category,larva_average,236,0
3471,Diptera.30,category,larva_average,241,0
3471,Diptera.30,category,larva_average,246,3
3471,Diptera.30,category,larva_average,251,1
3471,Diptera.30,category,larva_average,256,1
3471,Diptera.30,category,larva_average,261,0
3471,Diptera.30,category,larva_average,266,3
3471,Diptera.30,category,larva_average,271,2
3471,Diptera.30,category,larva_average,276,0
3471,Diptera.30,category,larva_average,281,2
3471,Diptera.30,category,larva_average,286,1
3471,Diptera.30,category,larva_average,291,0
3471,Diptera.30,category,larva_average,296,0
3471,Diptera.30,category,larva_average,301,0
3471,Diptera.30,category,larva_average,306,0
3471,Diptera.30,category,larva_average,311,0
3471,Diptera.30,category,larva_average,316,1
3471,Diptera.30,category,larva_average,321,0
3471,Diptera.30,category,larva_average,326,0
3471,Diptera.30,category,larva_average,331,0
3471,Diptera.30,category,larva_average,12626,NA
3621,Diptera.20,category,larva_average,211,0
3621,Diptera.20,category,larva_average,216,0
3621,Diptera.20,category,larva_average,221,0
3621,Diptera.20,category,larva_average,226,0
3621,Diptera.20,category,larva_average,231,2
3621,Diptera.20,category,larva_average,236,0
3621,Diptera.20,category,larva_average,241,0
3621,Diptera.20,category,larva_average,246,0
3621,Diptera.20,category,larva_average,251,0
3621,Diptera.20,category,larva_average,256,3
3621,Diptera.20,category,larva_average,261,0
3621,Diptera.20,category,larva_average,266,0
3621,Diptera.20,category,larva_average,271,3
3621,Diptera.20,category,larva_average,276,0
3621,Diptera.20,category,larva_average,281,2
3621,Diptera.20,category,larva_average,286,0
3621,Diptera.20,category,larva_average,291,0
3621,Diptera.20,category,larva_average,296,0
3621,Diptera.20,category,larva_average,301,0
3621,Diptera.20,category,larva_average,306,0
3621,Diptera.20,category,larva_average,311,0
3621,Diptera.20,category,larva_average,316,0
3621,Diptera.20,category,larva_average,321,0
3621,Diptera.20,category,larva_average,326,0
3621,Diptera.20,category,larva_average,331,0
3621,Diptera.20,category,larva_average,12626,NA
3626,Diptera.22,category,larva_average,211,0
3626,Diptera.22,category,larva_average,216,0
3626,Diptera.22,category,larva_average,221,0
3626,Diptera.22,category,larva_average,226,0
3626,Diptera.22,category,larva_average,231,0
3626,Diptera.22,category,larva_average,236,6
3626,Diptera.22,category,larva_average,241,1
3626,Diptera.22,category,larva_average,246,5
3626,Diptera.22,category,larva_average,251,0
3626,Diptera.22,category,larva_average,256,0
3626,Diptera.22,category,larva_average,261,0
3626,Diptera.22,category,larva_average,266,9
3626,Diptera.22,category,larva_average,271,0
3626,Diptera.22,category,larva_average,276,0
3626,Diptera.22,category,larva_average,281,6
3626,Diptera.22,category,larva_average,286,10
3626,Diptera.22,category,larva_average,291,0
3626,Diptera.22,category,larva_average,296,0
3626,Diptera.22,category,larva_average,301,0
3626,Diptera.22,category,larva_average,306,0
3626,Diptera.22,category,larva_average,311,0
3626,Diptera.22,category,larva_average,316,0
3626,Diptera.22,category,larva_average,321,0
3626,Diptera.22,category,larva_average,326,0
3626,Diptera.22,category,larva_average,331,0
3626,Diptera.22,category,larva_average,12626,NA
3651,Diptera.4,category,larva_average,211,1
3651,Diptera.4,category,larva_average,216,0
3651,Diptera.4,category,larva_average,221,0
3651,Diptera.4,category,larva_average,226,0
3651,Diptera.4,category,larva_average,231,0
3651,Diptera.4,category,larva_average,236,0
3651,Diptera.4,category,larva_average,241,0
3651,Diptera.4,category,larva_average,246,0
3651,Diptera.4,category,larva_average,251,0
3651,Diptera.4,category,larva_average,256,0
3651,Diptera.4,category,larva_average,261,0
3651,Diptera.4,category,larva_average,266,0
3651,Diptera.4,category,larva_average,271,0
3651,Diptera.4,category,larva_average,276,0
3651,Diptera.4,category,larva_average,281,0
3651,Diptera.4,category,larva_average,286,0
3651,Diptera.4,category,larva_average,291,0
3651,Diptera.4,category,larva_average,296,1
3651,Diptera.4,category,larva_average,301,0
3651,Diptera.4,category,larva_average,306,0
3651,Diptera.4,category,larva_average,311,0
3651,Diptera.4,category,larva_average,316,21
3651,Diptera.4,category,larva_average,321,1
3651,Diptera.4,category,larva_average,326,0
3651,Diptera.4,category,larva_average,331,0
3651,Diptera.4,category,larva_average,12626,NA
3986,Diptera.171,category,larva_average,211,0
3986,Diptera.171,category,larva_average,216,0
3986,Diptera.171,category,larva_average,221,1
3986,Diptera.171,category,larva_average,226,1
3986,Diptera.171,category,larva_average,231,0
3986,Diptera.171,category,larva_average,236,0
3986,Diptera.171,category,larva_average,241,0
3986,Diptera.171,category,larva_average,246,0
3986,Diptera.171,category,larva_average,251,0
3986,Diptera.171,category,larva_average,256,0
3986,Diptera.171,category,larva_average,261,0
3986,Diptera.171,category,larva_average,266,0
3986,Diptera.171,category,larva_average,271,0
3986,Diptera.171,category,larva_average,276,0
3986,Diptera.171,category,larva_average,281,0
3986,Diptera.171,category,larva_average,286,0
3986,Diptera.171,category,larva_average,291,0
3986,Diptera.171,category,larva_average,296,0
3986,Diptera.171,category,larva_average,301,0
3986,Diptera.171,category,larva_average,306,0
3986,Diptera.171,category,larva_average,311,0
3986,Diptera.171,category,larva_average,316,0
3986,Diptera.171,category,larva_average,321,0
3986,Diptera.171,category,larva_average,326,0
3986,Diptera.171,category,larva_average,331,0
3986,Diptera.171,category,larva_average,12626,NA
3991,Diptera.175,category,larva_35_46mm,211,0
3991,Diptera.175,category,larva_35_46mm,216,2
3991,Diptera.175,category,larva_35_46mm,221,0
3991,Diptera.175,category,larva_35_46mm,226,1
3991,Diptera.175,category,larva_35_46mm,231,0
3991,Diptera.175,category,larva_35_46mm,236,7
3991,Diptera.175,category,larva_35_46mm,241,0
3991,Diptera.175,category,larva_35_46mm,246,12
3991,Diptera.175,category,larva_35_46mm,251,0
3991,Diptera.175,category,larva_35_46mm,256,0
3991,Diptera.175,category,larva_35_46mm,261,1
3991,Diptera.175,category,larva_35_46mm,266,21
3991,Diptera.175,category,larva_35_46mm,271,7
3991,Diptera.175,category,larva_35_46mm,276,1
3991,Diptera.175,category,larva_35_46mm,281,8
3991,Diptera.175,category,larva_35_46mm,286,15
3991,Diptera.175,category,larva_35_46mm,291,0
3991,Diptera.175,category,larva_35_46mm,296,0
3991,Diptera.175,category,larva_35_46mm,301,4
3991,Diptera.175,category,larva_35_46mm,306,0
3991,Diptera.175,category,larva_35_46mm,311,0
3991,Diptera.175,category,larva_35_46mm,316,0
3991,Diptera.175,category,larva_35_46mm,321,0
3991,Diptera.175,category,larva_35_46mm,326,0
3991,Diptera.175,category,larva_35_46mm,331,0
3991,Diptera.175,category,larva_35_46mm,12626,NA
3996,Diptera.190,category,larva_average,211,1
3996,Diptera.190,category,larva_average,216,0
3996,Diptera.190,category,larva_average,221,0
3996,Diptera.190,category,larva_average,226,0
3996,Diptera.190,category,larva_average,231,0
3996,Diptera.190,category,larva_average,236,0
3996,Diptera.190,category,larva_average,241,1
3996,Diptera.190,category,larva_average,246,2
3996,Diptera.190,category,larva_average,251,0
3996,Diptera.190,category,larva_average,256,1
3996,Diptera.190,category,larva_average,261,0
3996,Diptera.190,category,larva_average,266,6
3996,Diptera.190,category,larva_average,271,3
3996,Diptera.190,category,larva_average,276,0
3996,Diptera.190,category,larva_average,281,2
3996,Diptera.190,category,larva_average,286,2
3996,Diptera.190,category,larva_average,291,0
3996,Diptera.190,category,larva_average,296,15
3996,Diptera.190,category,larva_average,301,3
3996,Diptera.190,category,larva_average,306,0
3996,Diptera.190,category,larva_average,311,5
3996,Diptera.190,category,larva_average,316,0
3996,Diptera.190,category,larva_average,321,0
3996,Diptera.190,category,larva_average,326,0
3996,Diptera.190,category,larva_average,331,0
3996,Diptera.190,category,larva_average,12626,NA
4006,Diptera.206,category,larva_5mm,211,14
4006,Diptera.206,category,larva_5mm,216,21
4006,Diptera.206,category,larva_5mm,221,7
4006,Diptera.206,category,larva_5mm,226,12
4006,Diptera.206,category,larva_5mm,231,18
4006,Diptera.206,category,larva_5mm,236,29
4006,Diptera.206,category,larva_5mm,241,4
4006,Diptera.206,category,larva_5mm,246,75
4006,Diptera.206,category,larva_5mm,251,0
4006,Diptera.206,category,larva_5mm,256,31
4006,Diptera.206,category,larva_5mm,261,2
4006,Diptera.206,category,larva_5mm,266,57
4006,Diptera.206,category,larva_5mm,271,82
4006,Diptera.206,category,larva_5mm,276,11
4006,Diptera.206,category,larva_5mm,281,11
4006,Diptera.206,category,larva_5mm,286,89
4006,Diptera.206,category,larva_5mm,291,0
4006,Diptera.206,category,larva_5mm,296,0
4006,Diptera.206,category,larva_5mm,301,31
4006,Diptera.206,category,larva_5mm,306,7
4006,Diptera.206,category,larva_5mm,311,14
4006,Diptera.206,category,larva_5mm,316,0
4006,Diptera.206,category,larva_5mm,321,0
4006,Diptera.206,category,larva_5mm,326,0
4006,Diptera.206,category,larva_5mm,331,0
4006,Diptera.206,category,larva_5mm,12626,NA
4011,Diptera.207,category,larva_average,211,0
4011,Diptera.207,category,larva_average,216,0
4011,Diptera.207,category,larva_average,221,0
4011,Diptera.207,category,larva_average,226,0
4011,Diptera.207,category,larva_average,231,0
4011,Diptera.207,category,larva_average,236,0
4011,Diptera.207,category,larva_average,241,2
4011,Diptera.207,category,larva_average,246,3
4011,Diptera.207,category,larva_average,251,0
4011,Diptera.207,category,larva_average,256,0
4011,Diptera.207,category,larva_average,261,2
4011,Diptera.207,category,larva_average,266,3
4011,Diptera.207,category,larva_average,271,9
4011,Diptera.207,category,larva_average,276,0
4011,Diptera.207,category,larva_average,281,0
4011,Diptera.207,category,larva_average,286,16
4011,Diptera.207,category,larva_average,291,1
4011,Diptera.207,category,larva_average,296,7
4011,Diptera.207,category,larva_average,301,18
4011,Diptera.207,category,larva_average,306,3
4011,Diptera.207,category,larva_average,311,0
4011,Diptera.207,category,larva_average,316,33
4011,Diptera.207,category,larva_average,321,23
4011,Diptera.207,category,larva_average,326,30
4011,Diptera.207,category,larva_average,331,3
4011,Diptera.207,category,larva_average,12626,NA
4016,Diptera.236,category,larva_average,211,0
4016,Diptera.236,category,larva_average,216,0
4016,Diptera.236,category,larva_average,221,0
4016,Diptera.236,category,larva_average,226,0
4016,Diptera.236,category,larva_average,231,1
4016,Diptera.236,category,larva_average,236,0
4016,Diptera.236,category,larva_average,241,0
4016,Diptera.236,category,larva_average,246,0
4016,Diptera.236,category,larva_average,251,0
4016,Diptera.236,category,larva_average,256,0
4016,Diptera.236,category,larva_average,261,0
4016,Diptera.236,category,larva_average,266,0
4016,Diptera.236,category,larva_average,271,0
4016,Diptera.236,category,larva_average,276,0
4016,Diptera.236,category,larva_average,281,0
4016,Diptera.236,category,larva_average,286,0
4016,Diptera.236,category,larva_average,291,0
4016,Diptera.236,category,larva_average,296,0
4016,Diptera.236,category,larva_average,301,0
4016,Diptera.236,category,larva_average,306,0
4016,Diptera.236,category,larva_average,311,0
4016,Diptera.236,category,larva_average,316,0
4016,Diptera.236,category,larva_average,321,0
4016,Diptera.236,category,larva_average,326,0
4016,Diptera.236,category,larva_average,331,0
4016,Diptera.236,category,larva_average,12626,NA
4026,Diptera.263,category,larva_average,211,0
4026,Diptera.263,category,larva_average,216,0
4026,Diptera.263,category,larva_average,221,6
4026,Diptera.263,category,larva_average,226,7
4026,Diptera.263,category,larva_average,231,1
4026,Diptera.263,category,larva_average,236,1
4026,Diptera.263,category,larva_average,241,0
4026,Diptera.263,category,larva_average,246,19
4026,Diptera.263,category,larva_average,251,0
4026,Diptera.263,category,larva_average,256,5
4026,Diptera.263,category,larva_average,261,1
4026,Diptera.263,category,larva_average,266,0
4026,Diptera.263,category,larva_average,271,0
4026,Diptera.263,category,larva_average,276,3
4026,Diptera.263,category,larva_average,281,0
4026,Diptera.263,category,larva_average,286,4
4026,Diptera.263,category,larva_average,291,0
4026,Diptera.263,category,larva_average,296,0
4026,Diptera.263,category,larva_average,301,1
4026,Diptera.263,category,larva_average,306,10
4026,Diptera.263,category,larva_average,311,0
4026,Diptera.263,category,larva_average,316,0
4026,Diptera.263,category,larva_average,321,0
4026,Diptera.263,category,larva_average,326,0
4026,Diptera.263,category,larva_average,331,0
4026,Diptera.263,category,larva_average,12626,NA
4036,Diptera.5,category,larva_average,211,0
4036,Diptera.5,category,larva_average,216,0
4036,Diptera.5,category,larva_average,221,0
4036,Diptera.5,category,larva_average,226,0
4036,Diptera.5,category,larva_average,231,0
4036,Diptera.5,category,larva_average,236,2
4036,Diptera.5,category,larva_average,241,0
4036,Diptera.5,category,larva_average,246,0
4036,Diptera.5,category,larva_average,251,0
4036,Diptera.5,category,larva_average,256,0
4036,Diptera.5,category,larva_average,261,0
4036,Diptera.5,category,larva_average,266,0
4036,Diptera.5,category,larva_average,271,0
4036,Diptera.5,category,larva_average,276,0
4036,Diptera.5,category,larva_average,281,0
4036,Diptera.5,category,larva_average,286,0
4036,Diptera.5,category,larva_average,291,0
4036,Diptera.5,category,larva_average,296,0
4036,Diptera.5,category,larva_average,301,0
4036,Diptera.5,category,larva_average,306,0
4036,Diptera.5,category,larva_average,311,0
4036,Diptera.5,category,larva_average,316,0
4036,Diptera.5,category,larva_average,321,0
4036,Diptera.5,category,larva_average,326,0
4036,Diptera.5,category,larva_average,331,0
4036,Diptera.5,category,larva_average,12626,NA
4051,Diptera.80,category,larva_average,211,0
4051,Diptera.80,category,larva_average,216,8
4051,Diptera.80,category,larva_average,221,1
4051,Diptera.80,category,larva_average,226,0
4051,Diptera.80,category,larva_average,231,0
4051,Diptera.80,category,larva_average,236,203
4051,Diptera.80,category,larva_average,241,0
4051,Diptera.80,category,larva_average,246,40
4051,Diptera.80,category,larva_average,251,0
4051,Diptera.80,category,larva_average,256,0
4051,Diptera.80,category,larva_average,261,0
4051,Diptera.80,category,larva_average,266,74
4051,Diptera.80,category,larva_average,271,0
4051,Diptera.80,category,larva_average,276,0
4051,Diptera.80,category,larva_average,281,9
4051,Diptera.80,category,larva_average,286,30
4051,Diptera.80,category,larva_average,291,0
4051,Diptera.80,category,larva_average,296,0
4051,Diptera.80,category,larva_average,301,0
4051,Diptera.80,category,larva_average,306,0
4051,Diptera.80,category,larva_average,311,0
4051,Diptera.80,category,larva_average,316,0
4051,Diptera.80,category,larva_average,321,0
4051,Diptera.80,category,larva_average,326,0
4051,Diptera.80,category,larva_average,331,0
4051,Diptera.80,category,larva_average,12626,NA
4336,Diptera.358,category,larva_average,211,0
4336,Diptera.358,category,larva_average,216,4
4336,Diptera.358,category,larva_average,221,1
4336,Diptera.358,category,larva_average,226,1
4336,Diptera.358,category,larva_average,231,10
4336,Diptera.358,category,larva_average,236,5
4336,Diptera.358,category,larva_average,241,0
4336,Diptera.358,category,larva_average,246,23
4336,Diptera.358,category,larva_average,251,0
4336,Diptera.358,category,larva_average,256,6
4336,Diptera.358,category,larva_average,261,0
4336,Diptera.358,category,larva_average,266,8
4336,Diptera.358,category,larva_average,271,10
4336,Diptera.358,category,larva_average,276,0
4336,Diptera.358,category,larva_average,281,8
4336,Diptera.358,category,larva_average,286,18
4336,Diptera.358,category,larva_average,291,2
4336,Diptera.358,category,larva_average,296,0
4336,Diptera.358,category,larva_average,301,0
4336,Diptera.358,category,larva_average,306,1
4336,Diptera.358,category,larva_average,311,0
4336,Diptera.358,category,larva_average,316,0
4336,Diptera.358,category,larva_average,321,0
4336,Diptera.358,category,larva_average,326,0
4336,Diptera.358,category,larva_average,331,0
4336,Diptera.358,category,larva_average,12626,NA
4341,Diptera.359,category,larva_average,211,0
4341,Diptera.359,category,larva_average,216,0
4341,Diptera.359,category,larva_average,221,0
4341,Diptera.359,category,larva_average,226,1
4341,Diptera.359,category,larva_average,231,2
4341,Diptera.359,category,larva_average,236,0
4341,Diptera.359,category,larva_average,241,0
4341,Diptera.359,category,larva_average,246,0
4341,Diptera.359,category,larva_average,251,0
4341,Diptera.359,category,larva_average,256,1
4341,Diptera.359,category,larva_average,261,1
4341,Diptera.359,category,larva_average,266,0
4341,Diptera.359,category,larva_average,271,0
4341,Diptera.359,category,larva_average,276,0
4341,Diptera.359,category,larva_average,281,0
4341,Diptera.359,category,larva_average,286,0
4341,Diptera.359,category,larva_average,291,0
4341,Diptera.359,category,larva_average,296,0
4341,Diptera.359,category,larva_average,301,0
4341,Diptera.359,category,larva_average,306,0
4341,Diptera.359,category,larva_average,311,0
4341,Diptera.359,category,larva_average,316,0
4341,Diptera.359,category,larva_average,321,0
4341,Diptera.359,category,larva_average,326,0
4341,Diptera.359,category,larva_average,331,0
4341,Diptera.359,category,larva_average,12626,NA
4346,Diptera.360,category,larva_average,211,0
4346,Diptera.360,category,larva_average,216,0
4346,Diptera.360,category,larva_average,221,1
4346,Diptera.360,category,larva_average,226,0
4346,Diptera.360,category,larva_average,231,1
4346,Diptera.360,category,larva_average,236,0
4346,Diptera.360,category,larva_average,241,0
4346,Diptera.360,category,larva_average,246,1
4346,Diptera.360,category,larva_average,251,0
4346,Diptera.360,category,larva_average,256,0
4346,Diptera.360,category,larva_average,261,0
4346,Diptera.360,category,larva_average,266,0
4346,Diptera.360,category,larva_average,271,1
4346,Diptera.360,category,larva_average,276,1
4346,Diptera.360,category,larva_average,281,0
4346,Diptera.360,category,larva_average,286,2
4346,Diptera.360,category,larva_average,291,0
4346,Diptera.360,category,larva_average,296,0
4346,Diptera.360,category,larva_average,301,0
4346,Diptera.360,category,larva_average,306,0
4346,Diptera.360,category,larva_average,311,0
4346,Diptera.360,category,larva_average,316,0
4346,Diptera.360,category,larva_average,321,0
4346,Diptera.360,category,larva_average,326,0
4346,Diptera.360,category,larva_average,331,0
4346,Diptera.360,category,larva_average,12626,NA
4356,Diptera.361,category,larva_average,211,0
4356,Diptera.361,category,larva_average,216,0
4356,Diptera.361,category,larva_average,221,1
4356,Diptera.361,category,larva_average,226,0
4356,Diptera.361,category,larva_average,231,0
4356,Diptera.361,category,larva_average,236,1
4356,Diptera.361,category,larva_average,241,0
4356,Diptera.361,category,larva_average,246,3
4356,Diptera.361,category,larva_average,251,0
4356,Diptera.361,category,larva_average,256,1
4356,Diptera.361,category,larva_average,261,0
4356,Diptera.361,category,larva_average,266,0
4356,Diptera.361,category,larva_average,271,0
4356,Diptera.361,category,larva_average,276,0
4356,Diptera.361,category,larva_average,281,0
4356,Diptera.361,category,larva_average,286,0
4356,Diptera.361,category,larva_average,291,0
4356,Diptera.361,category,larva_average,296,0
4356,Diptera.361,category,larva_average,301,0
4356,Diptera.361,category,larva_average,306,0
4356,Diptera.361,category,larva_average,311,0
4356,Diptera.361,category,larva_average,316,0
4356,Diptera.361,category,larva_average,321,0
4356,Diptera.361,category,larva_average,326,0
4356,Diptera.361,category,larva_average,331,0
4356,Diptera.361,category,larva_average,12626,NA
4711,Diptera.307,category,larva_average,211,0
4711,Diptera.307,category,larva_average,216,0
4711,Diptera.307,category,larva_average,221,0
4711,Diptera.307,category,larva_average,226,0
4711,Diptera.307,category,larva_average,231,0
4711,Diptera.307,category,larva_average,236,0
4711,Diptera.307,category,larva_average,241,0
4711,Diptera.307,category,larva_average,246,0
4711,Diptera.307,category,larva_average,251,0
4711,Diptera.307,category,larva_average,256,0
4711,Diptera.307,category,larva_average,261,0
4711,Diptera.307,category,larva_average,266,0
4711,Diptera.307,category,larva_average,271,0
4711,Diptera.307,category,larva_average,276,0
4711,Diptera.307,category,larva_average,281,0
4711,Diptera.307,category,larva_average,286,0
4711,Diptera.307,category,larva_average,291,0
4711,Diptera.307,category,larva_average,296,0
4711,Diptera.307,category,larva_average,301,1
4711,Diptera.307,category,larva_average,306,0
4711,Diptera.307,category,larva_average,311,14
4711,Diptera.307,category,larva_average,316,0
4711,Diptera.307,category,larva_average,321,11
4711,Diptera.307,category,larva_average,326,2
4711,Diptera.307,category,larva_average,331,6
4711,Diptera.307,category,larva_average,12626,NA
4721,Diptera.6,category,larva_average,211,0
4721,Diptera.6,category,larva_average,216,0
4721,Diptera.6,category,larva_average,221,0
4721,Diptera.6,category,larva_average,226,0
4721,Diptera.6,category,larva_average,231,0
4721,Diptera.6,category,larva_average,236,0
4721,Diptera.6,category,larva_average,241,0
4721,Diptera.6,category,larva_average,246,0
4721,Diptera.6,category,larva_average,251,0
4721,Diptera.6,category,larva_average,256,0
4721,Diptera.6,category,larva_average,261,0
4721,Diptera.6,category,larva_average,266,0
4721,Diptera.6,category,larva_average,271,0
4721,Diptera.6,category,larva_average,276,0
4721,Diptera.6,category,larva_average,281,0
4721,Diptera.6,category,larva_average,286,0
4721,Diptera.6,category,larva_average,291,0
4721,Diptera.6,category,larva_average,296,0
4721,Diptera.6,category,larva_average,301,0
4721,Diptera.6,category,larva_average,306,0
4721,Diptera.6,category,larva_average,311,0
4721,Diptera.6,category,larva_average,316,1
4721,Diptera.6,category,larva_average,321,1
4721,Diptera.6,category,larva_average,326,0
4721,Diptera.6,category,larva_average,331,0
4721,Diptera.6,category,larva_average,12626,NA
4731,Diptera.92,category,larva_average,211,2
4731,Diptera.92,category,larva_average,216,2
4731,Diptera.92,category,larva_average,221,0
4731,Diptera.92,category,larva_average,226,5
4731,Diptera.92,category,larva_average,231,3
4731,Diptera.92,category,larva_average,236,20
4731,Diptera.92,category,larva_average,241,0
4731,Diptera.92,category,larva_average,246,12
4731,Diptera.92,category,larva_average,251,0
4731,Diptera.92,category,larva_average,256,0
4731,Diptera.92,category,larva_average,261,1
4731,Diptera.92,category,larva_average,266,11
4731,Diptera.92,category,larva_average,271,27
4731,Diptera.92,category,larva_average,276,0
4731,Diptera.92,category,larva_average,281,5
4731,Diptera.92,category,larva_average,286,9
4731,Diptera.92,category,larva_average,291,0
4731,Diptera.92,category,larva_average,296,1
4731,Diptera.92,category,larva_average,301,2
4731,Diptera.92,category,larva_average,306,0
4731,Diptera.92,category,larva_average,311,2
4731,Diptera.92,category,larva_average,316,17
4731,Diptera.92,category,larva_average,321,0
4731,Diptera.92,category,larva_average,326,1
4731,Diptera.92,category,larva_average,331,0
4731,Diptera.92,category,larva_average,12626,NA
5001,Diptera.128,category,larva_average,211,0
5001,Diptera.128,category,larva_average,216,0
5001,Diptera.128,category,larva_average,221,0
5001,Diptera.128,category,larva_average,226,0
5001,Diptera.128,category,larva_average,231,1
5001,Diptera.128,category,larva_average,236,0
5001,Diptera.128,category,larva_average,241,0
5001,Diptera.128,category,larva_average,246,0
5001,Diptera.128,category,larva_average,251,0
5001,Diptera.128,category,larva_average,256,0
5001,Diptera.128,category,larva_average,261,0
5001,Diptera.128,category,larva_average,266,0
5001,Diptera.128,category,larva_average,271,0
5001,Diptera.128,category,larva_average,276,0
5001,Diptera.128,category,larva_average,281,0
5001,Diptera.128,category,larva_average,286,0
5001,Diptera.128,category,larva_average,291,0
5001,Diptera.128,category,larva_average,296,0
5001,Diptera.128,category,larva_average,301,0
5001,Diptera.128,category,larva_average,306,0
5001,Diptera.128,category,larva_average,311,0
5001,Diptera.128,category,larva_average,316,0
5001,Diptera.128,category,larva_average,321,0
5001,Diptera.128,category,larva_average,326,0
5001,Diptera.128,category,larva_average,331,0
5001,Diptera.128,category,larva_average,12626,NA
5006,Diptera.372,category,larva_huge,211,0
5006,Diptera.372,category,larva_huge,216,0
5006,Diptera.372,category,larva_huge,221,0
5006,Diptera.372,category,larva_huge,226,0
5006,Diptera.372,category,larva_huge,231,0
5006,Diptera.372,category,larva_huge,236,0
5006,Diptera.372,category,larva_huge,241,0
5006,Diptera.372,category,larva_huge,246,0
5006,Diptera.372,category,larva_huge,251,0
5006,Diptera.372,category,larva_huge,256,1
5006,Diptera.372,category,larva_huge,261,0
5006,Diptera.372,category,larva_huge,266,0
5006,Diptera.372,category,larva_huge,271,0
5006,Diptera.372,category,larva_huge,276,0
5006,Diptera.372,category,larva_huge,281,0
5006,Diptera.372,category,larva_huge,286,0
5006,Diptera.372,category,larva_huge,291,0
5006,Diptera.372,category,larva_huge,296,0
5006,Diptera.372,category,larva_huge,301,0
5006,Diptera.372,category,larva_huge,306,0
5006,Diptera.372,category,larva_huge,311,0
5006,Diptera.372,category,larva_huge,316,0
5006,Diptera.372,category,larva_huge,321,0
5006,Diptera.372,category,larva_huge,326,0
5006,Diptera.372,category,larva_huge,331,0
5006,Diptera.372,category,larva_huge,12626,NA
