species_id,bwg_name,domain,kingdom,phylum,subphylum,class,subclass,ord,subord,family,subfamily,tribe,genus,species,subspecies,functional_group,predation,realm,micro_macro,barcode,AS1,AS2,AS3,AS4,BS1,BS2,BS3,BS4,BS5,DM1,DM2,FD1,FD2,FD3,FD4,FD5,FD6,FD7,FD8,FG1,FG2,FG3,FG4,FG5,FG6,LO1,LO2,LO3,LO4,LO5,LO6,LO7,RE1,RE2,RE3,RE4,RE5,RE6,RE7,RE8,RF1,RF2,RF3,RF4,RM1,RM2,RM3,RM4,RM5,names
5546,Acari.4,Eukaryota,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,"NA","NA","NA","NA","NA","NA","NA",NA,piercer,predator,"NA",micro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mite sp. 2
5551,Coleoptera.3,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Coleoptera,"NA","NA","NA","NA","NA","NA",NA,engulfer,predator,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coleoptera sp. 5564
5556,Diptera.169,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Brachycera,Syrphidae,Eristalinae,"NA",Meromacrus,"NA",NA,gatherer,prey,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Meromacrus sp. Rondani 1848
5561,Diptera.193,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Brachycera,Syrphidae,Eristalinae,"NA",Palpada,"NA",NA,gatherer,prey,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Palpada sp. Macquart 1834
5566,Diptera.227,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Brachycera,Syrphidae,Eristalinae,"NA",Quichuana,"NA",NA,gatherer,prey,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quichuana sp. Knab 1913
5571,Diptera.244,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Brachycera,Syrphidae,"NA","NA","NA","NA",NA,gatherer,prey,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Syrphidae sp. 1
5576,Diptera.8,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Brachycera,Syrphidae,Eristalinae,"NA","NA","NA",NA,gatherer,prey,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aff.Copestylum sp.
5581,Diptera.147,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Brachycera,Syrphidae,Eristalinae,"NA",Eristalis,"NA",NA,gatherer,prey,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eristalis sp
5586,Diptera.167,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Nematocera,Limoniidae,Limoniinae,"NA","NA","NA",NA,shredder,prey,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Limoniinea morfotipo 1
5591,Diptera.202,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Brachycera,Syrphidae,Syrphinae,"NA",Pipiza,"NA",NA,gatherer,prey,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pipiza
5596,Diptera.242,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Brachycera,Syrphidae,"NA","NA","NA","NA",NA,gatherer,prey,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Syrphidae morfotipo 1
5601,Diptera.309,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Brachycera,Syrphidae,Eristalinae,"NA",Xilota,"NA",NA,gatherer,prey,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Xilota
5606,Coleoptera.60,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Coleoptera,Polyphaga,Lampyridae,"NA","NA","NA","NA",NA,piercer,predator,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lampyridae sp.
5611,Diptera.243,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Brachycera,Syrphidae,"NA","NA","NA","NA",NA,gatherer,prey,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Short-tailed syrphid;Syrphid sp A;Syrphidae sp
5616,Diptera.310,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Brachycera,Syrphidae,"NA","NA","NA","NA",NA,gatherer,prey,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Syrphidae sp;Syrphid_sp_C
5621,Diptera.82,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Brachycera,Syrphidae,Eristalinae,"NA",Copestylum,"NA",NA,gatherer,prey,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Copestylum sp;Copestylum sp A;Syrphid sp B
5626,Diptera.241,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Brachycera,Syrphidae,"NA","NA","NA","NA",NA,gatherer,prey,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Syrphidae
5631,Diptera.249,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Brachycera,Tabanidae,"NA","NA","NA","NA",NA,piercer,predator,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tabanidae sp. 5554
5636,Diptera.250,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Brachycera,Tabanidae,"NA","NA","NA","NA",NA,piercer,predator,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tabanidae sp. 5576
5641,Diptera.251,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Brachycera,Tabanidae,"NA","NA","NA","NA",NA,piercer,predator,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tabanidae sp. A
5646,Diptera.252,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Brachycera,Tabanidae,"NA","NA","NA","NA",NA,piercer,predator,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tabanidae sp. B
5651,Diptera.253,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Brachycera,Tabanidae,"NA","NA","NA","NA",NA,piercer,predator,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tabanidae sp. C
5656,Diptera.246,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Brachycera,Tabanidae,"NA","NA","NA","NA",NA,piercer,predator,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tabanid sp. A (White);Tabanidae sp. 1
5661,Coleoptera.47,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Coleoptera,Polyphaga,Lampyridae,"NA","NA","NA","NA",NA,piercer,predator,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Flat - head beetle;Lampyridae sp.
5666,Diptera.247,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Brachycera,Tabanidae,"NA","NA","NA","NA",NA,piercer,predator,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tabanid sp. B (Green);Tabanidae sp. 2
5671,Diptera.248,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Brachycera,Tabanidae,"NA","NA","NA","NA",NA,piercer,predator,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diptera sp.J;Tabanidae sp. 3
5676,Diptera.348,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Brachycera,Tabanidae,Pangoniinae,"NA",Fidena,rufopilosa,NA,piercer,predator,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fidena rufopilosa;Red Tabanid
5681,Diptera.362,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Brachycera,Tabanidae,"NA","NA","NA","NA",NA,piercer,predator,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diptera sp J (dark yellow);Tabanidae sp. C 2008
5686,Diptera.369,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Brachycera,Tabanidae,"NA","NA","NA","NA",NA,piercer,predator,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tabanid sp A 2008
5691,Diptera.370,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Brachycera,Tabanidae,"NA","NA","NA","NA",NA,piercer,predator,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tabanid sp A (white) 2008
5696,Diptera.371,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Brachycera,Tabanidae,Tabaninae,"NA",Stibasoma,bicolor,NA,piercer,predator,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stibasoma bicolor
5701,Diptera.162,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Brachycera,Tabanidae,Tabaninae,"NA",Leucotabanus,"NA",NA,piercer,predator,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leucotabanus
5706,Diptera.237,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Brachycera,Tabanidae,Tabaninae,"NA",Stibasoma,fulvohirtum,NA,piercer,predator,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diptera A;Diptera sp G;Stibasoma fulvohirtum;Stibasoma fulvohirtum or apicimacula
5711,Diptera.245,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Brachycera,Tabanidae,"NA","NA","NA","NA",NA,piercer,predator,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tabanidae
5716,Coleoptera.61,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Coleoptera,Polyphaga,Ptilodactylidae,"NA","NA","NA","NA",NA,shredder,prey,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5721,Diptera.424,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Tanypodinae,"NA",Larsia,"NA",NA,piercer,predator,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Larsia sp.;Tanypodinae JP1
5726,Diptera.433,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Tanypodinae,"NA",Larsia,"NA",NA,piercer,predator,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Larsia sp.;Tanypodinae JP3
5731,Diptera.267,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Nematocera,Thaumaleidae,"NA","NA","NA","NA",NA,scraper,prey,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thaumelidae
5736,Diptera.268,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Nematocera,Thaumaleidae,"NA","NA","NA","NA",NA,scraper,prey,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thaumelidae morfoespecie 1
5741,Diptera.491,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Nematocera,Limoniidae,Chioneinae,"NA",Cheilotrichia,"NA",NA,shredder,prey,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5746,Diptera.526,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Nematocera,Tipulidae,"NA","NA","NA","NA",NA,shredder,prey,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DPT - IC16
5751,Diptera.492,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Nematocera,Tipulidae,Tipulinae,"NA",Tipula,"NA",NA,shredder,prey,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
5756,Diptera.275,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Nematocera,Tipulidae,"NA","NA","NA","NA",NA,shredder,prey,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tipulidae sp. 5546
5761,Diptera.276,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Nematocera,Tipulidae,"NA","NA","NA","NA",NA,shredder,prey,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tipulidae sp. 5552
5766,Coleoptera.22,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Coleoptera,Polyphaga,Ptilodactylidae,"NA","NA","NA","NA",NA,shredder,prey,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coleoptera.21;Ptilodactylidae sp. 1
5771,Diptera.277,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Nematocera,Tipulidae,"NA","NA","NA","NA",NA,shredder,prey,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tipulidae sp. 5559
5776,Diptera.278,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Nematocera,Tipulidae,"NA","NA","NA","NA",NA,shredder,prey,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tipulidae sp. A
5781,Diptera.468,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Nematocera,Tipulidae,"NA","NA","NA","NA",NA,shredder,prey,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tipulidae sp. B
5786,Diptera.488,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Nematocera,Tipulidae,"NA","NA","NA","NA",NA,shredder,prey,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pupa Tipulidae
5791,Diptera.168,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Nematocera,Limoniidae,Limoniinae,"NA","NA","NA",NA,shredder,prey,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Limoninae
5796,Diptera.185,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Nematocera,Limoniidae,Chioneinae,"NA",Ormosia,"NA",NA,shredder,prey,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ormosia
5801,Diptera.228,Eukaryota,Animalia,Arthropoda,"NA",Insecta,Neoptera,Diptera,Nematocera,Limoniidae,Chioneinae,"NA",Rhabdomastrix,"NA",NA,shredder,prey,aquatic,macro,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rhabdomastrix
