dataset_id,species_id,bwg_name,brm,abundance
6,3471,Diptera.30,306,0
6,3471,Diptera.30,311,0
6,3471,Diptera.30,316,1
6,3471,Diptera.30,321,0
6,3471,Diptera.30,326,0
6,3471,Diptera.30,331,0
6,3621,Diptera.20,211,0
6,3621,Diptera.20,216,0
6,3621,Diptera.20,221,0
6,3621,Diptera.20,226,0
6,3621,Diptera.20,231,2
6,3621,Diptera.20,236,0
6,3621,Diptera.20,241,0
6,3621,Diptera.20,246,0
6,3621,Diptera.20,251,0
6,3621,Diptera.20,256,3
6,3621,Diptera.20,261,0
6,3621,Diptera.20,266,0
6,3621,Diptera.20,271,3
6,3621,Diptera.20,276,0
6,3621,Diptera.20,281,2
6,3621,Diptera.20,286,0
6,3621,Diptera.20,291,0
6,3621,Diptera.20,296,0
6,3621,Diptera.20,301,0
6,3621,Diptera.20,306,0
6,3621,Diptera.20,311,0
6,3621,Diptera.20,316,0
6,3621,Diptera.20,321,0
6,3621,Diptera.20,326,0
6,3621,Diptera.20,331,0
6,3626,Diptera.22,211,0
6,3626,Diptera.22,216,0
6,3626,Diptera.22,221,0
6,3626,Diptera.22,226,0
6,3626,Diptera.22,231,0
6,3626,Diptera.22,236,6
6,3626,Diptera.22,241,1
6,3626,Diptera.22,246,5
6,3626,Diptera.22,251,0
6,3626,Diptera.22,256,0
6,3626,Diptera.22,261,0
6,3626,Diptera.22,266,9
6,3626,Diptera.22,271,0
6,3626,Diptera.22,276,0
6,3626,Diptera.22,281,6
6,3626,Diptera.22,286,10
6,3626,Diptera.22,291,0
6,3626,Diptera.22,296,0
6,3626,Diptera.22,301,0
6,3626,Diptera.22,306,0
6,3626,Diptera.22,311,0
6,3626,Diptera.22,316,0
6,3626,Diptera.22,321,0
6,3626,Diptera.22,326,0
6,3626,Diptera.22,331,0
6,3651,Diptera.4,211,1
6,3651,Diptera.4,216,0
6,3651,Diptera.4,221,0
6,3651,Diptera.4,226,0
6,3651,Diptera.4,231,0
6,3651,Diptera.4,236,0
6,3651,Diptera.4,241,0
6,3651,Diptera.4,246,0
6,3651,Diptera.4,251,0
6,3651,Diptera.4,256,0
6,3651,Diptera.4,261,0
6,3651,Diptera.4,266,0
6,3651,Diptera.4,271,0
6,3651,Diptera.4,276,0
6,3651,Diptera.4,281,0
6,3651,Diptera.4,286,0
6,3651,Diptera.4,291,0
6,3651,Diptera.4,296,1
6,3651,Diptera.4,301,0
6,3651,Diptera.4,306,0
6,3651,Diptera.4,311,0
6,3651,Diptera.4,316,21
6,3651,Diptera.4,321,1
6,3651,Diptera.4,326,0
6,3651,Diptera.4,331,0
6,3986,Diptera.171,211,0
6,3986,Diptera.171,216,0
6,3986,Diptera.171,221,1
6,3986,Diptera.171,226,1
6,3986,Diptera.171,231,0
6,3986,Diptera.171,236,0
6,3986,Diptera.171,241,0
6,3986,Diptera.171,246,0
6,3986,Diptera.171,251,0
6,3986,Diptera.171,256,0
6,3986,Diptera.171,261,0
6,3986,Diptera.171,266,0
6,3986,Diptera.171,271,0
6,3986,Diptera.171,276,0
6,3986,Diptera.171,281,0
6,3986,Diptera.171,286,0
6,3986,Diptera.171,291,0
6,3986,Diptera.171,296,0
6,3986,Diptera.171,301,0
6,3986,Diptera.171,306,0
6,3986,Diptera.171,311,0
6,3986,Diptera.171,316,0
6,3986,Diptera.171,321,0
6,3986,Diptera.171,326,0
6,3986,Diptera.171,331,0
6,3991,Diptera.175,211,0
6,3991,Diptera.175,216,2
6,3991,Diptera.175,221,0
6,3991,Diptera.175,226,1
6,3991,Diptera.175,231,0
6,3991,Diptera.175,236,7
6,3991,Diptera.175,241,0
6,3991,Diptera.175,246,12
6,3991,Diptera.175,251,0
6,3991,Diptera.175,256,0
6,3991,Diptera.175,261,1
6,3991,Diptera.175,266,21
6,3991,Diptera.175,271,7
6,3991,Diptera.175,276,1
6,3991,Diptera.175,281,8
6,3991,Diptera.175,286,15
6,3991,Diptera.175,291,0
6,3991,Diptera.175,296,0
6,3991,Diptera.175,301,4
6,3991,Diptera.175,306,0
6,3991,Diptera.175,311,0
6,3991,Diptera.175,316,0
6,3991,Diptera.175,321,0
6,3991,Diptera.175,326,0
6,3991,Diptera.175,331,0
6,3996,Diptera.190,211,1
6,3996,Diptera.190,216,0
6,3996,Diptera.190,221,0
6,3996,Diptera.190,226,0
6,3996,Diptera.190,231,0
6,3996,Diptera.190,236,0
6,3996,Diptera.190,241,1
6,3996,Diptera.190,246,2
6,3996,Diptera.190,251,0
6,3996,Diptera.190,256,1
6,3996,Diptera.190,261,0
6,3996,Diptera.190,266,6
6,3996,Diptera.190,271,3
6,3996,Diptera.190,276,0
6,3996,Diptera.190,281,2
6,3996,Diptera.190,286,3
6,3996,Diptera.190,291,0
6,3996,Diptera.190,296,15
6,3996,Diptera.190,301,3
6,3996,Diptera.190,306,0
6,3996,Diptera.190,311,5
6,3996,Diptera.190,316,0
6,3996,Diptera.190,321,0
6,3996,Diptera.190,326,0
6,3996,Diptera.190,331,0
6,4006,Diptera.206,211,14
6,4006,Diptera.206,216,21
6,4006,Diptera.206,221,7
6,4006,Diptera.206,226,12
6,4006,Diptera.206,231,19
6,4006,Diptera.206,236,29
6,4006,Diptera.206,241,4
6,4006,Diptera.206,246,76
6,4006,Diptera.206,251,0
6,4006,Diptera.206,256,31
6,4006,Diptera.206,261,2
6,4006,Diptera.206,266,57
6,4006,Diptera.206,271,82
6,4006,Diptera.206,276,11
6,4006,Diptera.206,281,11
6,4006,Diptera.206,286,89
6,4006,Diptera.206,291,0
6,4006,Diptera.206,296,0
6,4006,Diptera.206,301,33
6,4006,Diptera.206,306,7
6,4006,Diptera.206,311,14
6,4006,Diptera.206,316,0
6,4006,Diptera.206,321,0
6,4006,Diptera.206,326,0
6,4006,Diptera.206,331,0
6,4011,Diptera.207,211,7
6,4011,Diptera.207,216,3
6,4011,Diptera.207,221,1
6,4011,Diptera.207,226,0
6,4011,Diptera.207,231,0
6,4011,Diptera.207,236,15
6,4011,Diptera.207,241,3
6,4011,Diptera.207,246,3
6,4011,Diptera.207,251,0
6,4011,Diptera.207,256,0
6,4011,Diptera.207,261,2
6,4011,Diptera.207,266,3
6,4011,Diptera.207,271,9
6,4011,Diptera.207,276,0
6,4011,Diptera.207,281,0
6,4011,Diptera.207,286,16
6,4011,Diptera.207,291,1
6,4011,Diptera.207,296,7
6,4011,Diptera.207,301,18
6,4011,Diptera.207,306,3
6,4011,Diptera.207,311,0
6,4011,Diptera.207,316,33
6,4011,Diptera.207,321,23
6,4011,Diptera.207,326,30
6,4011,Diptera.207,331,3
6,4016,Diptera.236,211,0
6,4016,Diptera.236,216,0
6,4016,Diptera.236,221,0
6,4016,Diptera.236,226,0
6,4016,Diptera.236,231,1
6,4016,Diptera.236,236,0
6,4016,Diptera.236,241,0
6,4016,Diptera.236,246,0
6,4016,Diptera.236,251,0
6,4016,Diptera.236,256,0
6,4016,Diptera.236,261,0
6,4016,Diptera.236,266,0
6,4016,Diptera.236,271,0
6,4016,Diptera.236,276,0
6,4016,Diptera.236,281,0
6,4016,Diptera.236,286,0
6,4016,Diptera.236,291,0
6,4016,Diptera.236,296,0
6,4016,Diptera.236,301,0
6,4016,Diptera.236,306,0
6,4016,Diptera.236,311,0
6,4016,Diptera.236,316,0
6,4016,Diptera.236,321,0
6,4016,Diptera.236,326,0
6,4016,Diptera.236,331,0
6,4026,Diptera.263,211,0
6,4026,Diptera.263,216,0
6,4026,Diptera.263,221,6
6,4026,Diptera.263,226,7
6,4026,Diptera.263,231,1
6,4026,Diptera.263,236,1
6,4026,Diptera.263,241,0
6,4026,Diptera.263,246,19
6,4026,Diptera.263,251,0
6,4026,Diptera.263,256,5
6,4026,Diptera.263,261,1
6,4026,Diptera.263,266,0
6,4026,Diptera.263,271,0
6,4026,Diptera.263,276,3
6,4026,Diptera.263,281,0
6,4026,Diptera.263,286,4
6,4026,Diptera.263,291,0
6,4026,Diptera.263,296,0
6,4026,Diptera.263,301,1
6,4026,Diptera.263,306,10
6,4026,Diptera.263,311,0
6,4026,Diptera.263,316,0
6,4026,Diptera.263,321,0
6,4026,Diptera.263,326,0
6,4026,Diptera.263,331,0
6,4036,Diptera.5,211,0
6,4036,Diptera.5,216,0
6,4036,Diptera.5,221,0
6,4036,Diptera.5,226,0
6,4036,Diptera.5,231,0
6,4036,Diptera.5,236,2
6,4036,Diptera.5,241,0
6,4036,Diptera.5,246,0
6,4036,Diptera.5,251,0
6,4036,Diptera.5,256,0
6,4036,Diptera.5,261,0
6,4036,Diptera.5,266,0
6,4036,Diptera.5,271,0
6,4036,Diptera.5,276,0
6,4036,Diptera.5,281,0
6,4036,Diptera.5,286,0
6,4036,Diptera.5,291,0
6,4036,Diptera.5,296,0
6,4036,Diptera.5,301,0
6,4036,Diptera.5,306,0
6,4036,Diptera.5,311,0
6,4036,Diptera.5,316,0
6,4036,Diptera.5,321,0
6,4036,Diptera.5,326,0
6,4036,Diptera.5,331,0
6,4051,Diptera.80,211,0
6,4051,Diptera.80,216,8
6,4051,Diptera.80,221,1
6,4051,Diptera.80,226,0
6,4051,Diptera.80,231,0
6,4051,Diptera.80,236,212
6,4051,Diptera.80,241,0
6,4051,Diptera.80,246,40
6,4051,Diptera.80,251,0
6,4051,Diptera.80,256,0
6,4051,Diptera.80,261,0
6,4051,Diptera.80,266,74
6,4051,Diptera.80,271,0
6,4051,Diptera.80,276,0
6,4051,Diptera.80,281,9
6,4051,Diptera.80,286,31
6,4051,Diptera.80,291,0
6,4051,Diptera.80,296,0
6,4051,Diptera.80,301,0
6,4051,Diptera.80,306,0
6,4051,Diptera.80,311,0
6,4051,Diptera.80,316,0
6,4051,Diptera.80,321,0
6,4051,Diptera.80,326,0
6,4051,Diptera.80,331,0
6,4336,Diptera.358,211,0
6,4336,Diptera.358,216,4
6,4336,Diptera.358,221,1
6,4336,Diptera.358,226,1
6,4336,Diptera.358,231,10
6,4336,Diptera.358,236,5
6,4336,Diptera.358,241,0
6,4336,Diptera.358,246,23
6,4336,Diptera.358,251,0
6,4336,Diptera.358,256,6
6,4336,Diptera.358,261,0
6,4336,Diptera.358,266,8
6,4336,Diptera.358,271,10
6,4336,Diptera.358,276,0
6,4336,Diptera.358,281,8
6,4336,Diptera.358,286,18
6,4336,Diptera.358,291,2
6,4336,Diptera.358,296,0
6,4336,Diptera.358,301,0
6,4336,Diptera.358,306,1
6,4336,Diptera.358,311,0
6,4336,Diptera.358,316,0
6,4336,Diptera.358,321,0
6,4336,Diptera.358,326,0
6,4336,Diptera.358,331,0
6,4341,Diptera.359,211,0
6,4341,Diptera.359,216,0
6,4341,Diptera.359,221,0
6,4341,Diptera.359,226,1
6,4341,Diptera.359,231,2
6,4341,Diptera.359,236,0
6,4341,Diptera.359,241,0
6,4341,Diptera.359,246,0
6,4341,Diptera.359,251,0
6,4341,Diptera.359,256,1
6,4341,Diptera.359,261,1
6,4341,Diptera.359,266,0
6,4341,Diptera.359,271,0
6,4341,Diptera.359,276,0
6,4341,Diptera.359,281,0
6,4341,Diptera.359,286,0
6,4341,Diptera.359,291,0
6,4341,Diptera.359,296,0
6,4341,Diptera.359,301,0
6,4341,Diptera.359,306,0
6,4341,Diptera.359,311,0
6,4341,Diptera.359,316,0
6,4341,Diptera.359,321,0
6,4341,Diptera.359,326,0
6,4341,Diptera.359,331,0
6,4346,Diptera.360,211,0
6,4346,Diptera.360,216,0
6,4346,Diptera.360,221,1
6,4346,Diptera.360,226,0
6,4346,Diptera.360,231,1
6,4346,Diptera.360,236,0
6,4346,Diptera.360,241,0
6,4346,Diptera.360,246,1
6,4346,Diptera.360,251,0
6,4346,Diptera.360,256,0
6,4346,Diptera.360,261,0
6,4346,Diptera.360,266,0
6,4346,Diptera.360,271,1
6,4346,Diptera.360,276,1
6,4346,Diptera.360,281,0
6,4346,Diptera.360,286,2
6,4346,Diptera.360,291,0
6,4346,Diptera.360,296,0
6,4346,Diptera.360,301,0
6,4346,Diptera.360,306,0
6,4346,Diptera.360,311,0
6,4346,Diptera.360,316,0
6,4346,Diptera.360,321,0
6,4346,Diptera.360,326,0
6,4346,Diptera.360,331,0
6,4356,Diptera.361,211,0
6,4356,Diptera.361,216,0
6,4356,Diptera.361,221,1
6,4356,Diptera.361,226,0
6,4356,Diptera.361,231,0
6,4356,Diptera.361,236,1
6,4356,Diptera.361,241,0
6,4356,Diptera.361,246,3
6,4356,Diptera.361,251,0
6,4356,Diptera.361,256,1
6,4356,Diptera.361,261,0
6,4356,Diptera.361,266,0
6,4356,Diptera.361,271,0
6,4356,Diptera.361,276,0
6,4356,Diptera.361,281,0
6,4356,Diptera.361,286,0
6,4356,Diptera.361,291,0
6,4356,Diptera.361,296,0
6,4356,Diptera.361,301,0
6,4356,Diptera.361,306,0
6,4356,Diptera.361,311,0
6,4356,Diptera.361,316,0
6,4356,Diptera.361,321,0
6,4356,Diptera.361,326,0
6,4356,Diptera.361,331,0
6,4676,Diptera.10,211,0
6,4676,Diptera.10,216,0
6,4676,Diptera.10,221,0
6,4676,Diptera.10,226,0
6,4676,Diptera.10,231,0
6,4676,Diptera.10,236,0
6,4676,Diptera.10,241,0
6,4676,Diptera.10,246,0
6,4676,Diptera.10,251,0
6,4676,Diptera.10,256,0
6,4676,Diptera.10,261,0
6,4676,Diptera.10,266,0
6,4676,Diptera.10,271,0
6,4676,Diptera.10,276,0
6,4676,Diptera.10,281,0
6,4676,Diptera.10,286,1
6,4676,Diptera.10,291,0
6,4676,Diptera.10,296,0
6,4676,Diptera.10,301,0
6,4676,Diptera.10,306,0
6,4676,Diptera.10,311,0
6,4676,Diptera.10,316,0
6,4676,Diptera.10,321,0
6,4676,Diptera.10,326,0
6,4676,Diptera.10,331,0
6,4711,Diptera.307,211,0
6,4711,Diptera.307,216,0
6,4711,Diptera.307,221,0
6,4711,Diptera.307,226,0
6,4711,Diptera.307,231,0
6,4711,Diptera.307,236,0
6,4711,Diptera.307,241,0
6,4711,Diptera.307,246,0
6,4711,Diptera.307,251,0
6,4711,Diptera.307,256,0
6,4711,Diptera.307,261,0
6,4711,Diptera.307,266,0
6,4711,Diptera.307,271,0
6,4711,Diptera.307,276,0
6,4711,Diptera.307,281,0
6,4711,Diptera.307,286,0
6,4711,Diptera.307,291,0
6,4711,Diptera.307,296,0
6,4711,Diptera.307,301,1
6,4711,Diptera.307,306,0
6,4711,Diptera.307,311,15
6,4711,Diptera.307,316,0
6,4711,Diptera.307,321,11
6,4711,Diptera.307,326,2
6,4711,Diptera.307,331,6
6,4721,Diptera.6,211,0
6,4721,Diptera.6,216,0
6,4721,Diptera.6,221,0
6,4721,Diptera.6,226,0
6,4721,Diptera.6,231,0
6,4721,Diptera.6,236,0
6,4721,Diptera.6,241,0
6,4721,Diptera.6,246,0
6,4721,Diptera.6,251,0
6,4721,Diptera.6,256,0
6,4721,Diptera.6,261,0
6,4721,Diptera.6,266,0
6,4721,Diptera.6,271,0
6,4721,Diptera.6,276,0
6,4721,Diptera.6,281,0
6,4721,Diptera.6,286,0
6,4721,Diptera.6,291,0
6,4721,Diptera.6,296,0
6,4721,Diptera.6,301,0
6,4721,Diptera.6,306,0
6,4721,Diptera.6,311,0
6,4721,Diptera.6,316,1
6,4721,Diptera.6,321,1
6,4721,Diptera.6,326,0
6,4721,Diptera.6,331,0
6,4731,Diptera.92,211,2
6,4731,Diptera.92,216,2
6,4731,Diptera.92,221,0
6,4731,Diptera.92,226,5
6,4731,Diptera.92,231,3
6,4731,Diptera.92,236,29
6,4731,Diptera.92,241,0
6,4731,Diptera.92,246,14
6,4731,Diptera.92,251,0
6,4731,Diptera.92,256,0
6,4731,Diptera.92,261,1
6,4731,Diptera.92,266,14
6,4731,Diptera.92,271,27
6,4731,Diptera.92,276,0
6,4731,Diptera.92,281,5
6,4731,Diptera.92,286,11
6,4731,Diptera.92,291,0
6,4731,Diptera.92,296,1
6,4731,Diptera.92,301,3
6,4731,Diptera.92,306,0
6,4731,Diptera.92,311,2
6,4731,Diptera.92,316,17
6,4731,Diptera.92,321,0
6,4731,Diptera.92,326,1
6,4731,Diptera.92,331,0
6,5001,Diptera.128,211,0
6,5001,Diptera.128,216,0
6,5001,Diptera.128,221,0
6,5001,Diptera.128,226,0
6,5001,Diptera.128,231,1
6,5001,Diptera.128,236,0
6,5001,Diptera.128,241,0
6,5001,Diptera.128,246,0
6,5001,Diptera.128,251,0
6,5001,Diptera.128,256,0
6,5001,Diptera.128,261,0
6,5001,Diptera.128,266,0
6,5001,Diptera.128,271,0
6,5001,Diptera.128,276,0
6,5001,Diptera.128,281,0
6,5001,Diptera.128,286,0
6,5001,Diptera.128,291,0
6,5001,Diptera.128,296,0
6,5001,Diptera.128,301,0
6,5001,Diptera.128,306,0
6,5001,Diptera.128,311,0
6,5001,Diptera.128,316,0
6,5001,Diptera.128,321,0
6,5001,Diptera.128,326,0
6,5001,Diptera.128,331,0
6,5006,Diptera.372,211,0
6,5006,Diptera.372,216,0
6,5006,Diptera.372,221,0
6,5006,Diptera.372,226,0
6,5006,Diptera.372,231,0
6,5006,Diptera.372,236,0
6,5006,Diptera.372,241,0
6,5006,Diptera.372,246,0
6,5006,Diptera.372,251,0
6,5006,Diptera.372,256,1
6,5006,Diptera.372,261,0
6,5006,Diptera.372,266,0
6,5006,Diptera.372,271,0
6,5006,Diptera.372,276,0
6,5006,Diptera.372,281,0
6,5006,Diptera.372,286,0
6,5006,Diptera.372,291,0
6,5006,Diptera.372,296,0
6,5006,Diptera.372,301,0
6,5006,Diptera.372,306,0
6,5006,Diptera.372,311,0
6,5006,Diptera.372,316,0
6,5006,Diptera.372,321,0
6,5006,Diptera.372,326,0
6,5006,Diptera.372,331,0
6,5011,Acari.3,211,0
6,5011,Acari.3,216,0
6,5011,Acari.3,221,0
6,5011,Acari.3,226,0
6,5011,Acari.3,231,0
6,5011,Acari.3,236,0
6,5011,Acari.3,241,0
6,5011,Acari.3,246,0
6,5011,Acari.3,251,0
6,5011,Acari.3,256,0
6,5011,Acari.3,261,0
6,5011,Acari.3,266,0
6,5011,Acari.3,271,1
6,5011,Acari.3,276,0
6,5011,Acari.3,281,0
6,5011,Acari.3,286,0
6,5011,Acari.3,291,0
6,5011,Acari.3,296,0
6,5011,Acari.3,301,0
6,5011,Acari.3,306,0
6,5011,Acari.3,311,0
6,5011,Acari.3,316,0
6,5011,Acari.3,321,0
6,5011,Acari.3,326,0
6,5011,Acari.3,331,0
6,5056,Diptera.130,211,0
6,5056,Diptera.130,216,1
6,5056,Diptera.130,221,0
6,5056,Diptera.130,226,0
6,5056,Diptera.130,231,0
6,5056,Diptera.130,236,1
6,5056,Diptera.130,241,0
6,5056,Diptera.130,246,0
6,5056,Diptera.130,251,0
6,5056,Diptera.130,256,0
6,5056,Diptera.130,261,0
6,5056,Diptera.130,266,1
6,5056,Diptera.130,271,0
6,5056,Diptera.130,276,1
6,5056,Diptera.130,281,1
6,5056,Diptera.130,286,5
6,5056,Diptera.130,291,1
6,5056,Diptera.130,296,0
6,5056,Diptera.130,301,0
6,5056,Diptera.130,306,0
6,5056,Diptera.130,311,0
6,5056,Diptera.130,316,0
6,5056,Diptera.130,321,0
6,5056,Diptera.130,326,0
6,5056,Diptera.130,331,0
6,5061,Diptera.131,211,0
6,5061,Diptera.131,216,0
6,5061,Diptera.131,221,1
6,5061,Diptera.131,226,0
6,5061,Diptera.131,231,0
6,5061,Diptera.131,236,0
6,5061,Diptera.131,241,0
6,5061,Diptera.131,246,0
6,5061,Diptera.131,251,0
6,5061,Diptera.131,256,0
6,5061,Diptera.131,261,0
6,5061,Diptera.131,266,0
6,5061,Diptera.131,271,0
6,5061,Diptera.131,276,0
6,5061,Diptera.131,281,0
6,5061,Diptera.131,286,0
6,5061,Diptera.131,291,0
6,5061,Diptera.131,296,0
6,5061,Diptera.131,301,1
6,5061,Diptera.131,306,0
6,5061,Diptera.131,311,1
6,5061,Diptera.131,316,1
6,5061,Diptera.131,321,0
6,5061,Diptera.131,326,0
6,5061,Diptera.131,331,0
6,5111,Diptera.137,211,14
6,5111,Diptera.137,216,0
6,5111,Diptera.137,221,1
6,5111,Diptera.137,226,0
6,5111,Diptera.137,231,0
6,5111,Diptera.137,236,0
6,5111,Diptera.137,241,0
6,5111,Diptera.137,246,0
6,5111,Diptera.137,251,0
6,5111,Diptera.137,256,0
6,5111,Diptera.137,261,0
6,5111,Diptera.137,266,0
6,5111,Diptera.137,271,0
6,5111,Diptera.137,276,0
6,5111,Diptera.137,281,0
6,5111,Diptera.137,286,0
6,5111,Diptera.137,291,0
6,5111,Diptera.137,296,3
6,5111,Diptera.137,301,9
6,5111,Diptera.137,306,1
6,5111,Diptera.137,311,0
6,5111,Diptera.137,316,4
6,5111,Diptera.137,321,0
6,5111,Diptera.137,326,0
6,5111,Diptera.137,331,0
6,5116,Diptera.138,211,0
6,5116,Diptera.138,216,2
6,5116,Diptera.138,221,0
6,5116,Diptera.138,226,0
6,5116,Diptera.138,231,1
6,5116,Diptera.138,236,2
6,5116,Diptera.138,241,0
6,5116,Diptera.138,246,0
6,5116,Diptera.138,251,0
6,5116,Diptera.138,256,0
6,5116,Diptera.138,261,0
6,5116,Diptera.138,266,0
6,5116,Diptera.138,271,0
6,5116,Diptera.138,276,1
6,5116,Diptera.138,281,1
6,5116,Diptera.138,286,0
6,5116,Diptera.138,291,0
6,5116,Diptera.138,296,0
6,5116,Diptera.138,301,0
6,5116,Diptera.138,306,0
6,5116,Diptera.138,311,0
6,5116,Diptera.138,316,0
6,5116,Diptera.138,321,0
6,5116,Diptera.138,326,0
6,5116,Diptera.138,331,0
6,5221,Diptera.179,211,4
6,5221,Diptera.179,216,1
6,5221,Diptera.179,221,0
6,5221,Diptera.179,226,0
6,5221,Diptera.179,231,0
6,5221,Diptera.179,236,0
6,5221,Diptera.179,241,0
6,5221,Diptera.179,246,0
6,5221,Diptera.179,251,0
6,5221,Diptera.179,256,0
6,5221,Diptera.179,261,1
6,5221,Diptera.179,266,0
6,5221,Diptera.179,271,2
6,5221,Diptera.179,276,0
6,5221,Diptera.179,281,1
6,5221,Diptera.179,286,1
6,5221,Diptera.179,291,0
6,5221,Diptera.179,296,0
6,5221,Diptera.179,301,1
6,5221,Diptera.179,306,1
6,5221,Diptera.179,311,0
6,5221,Diptera.179,316,0
6,5221,Diptera.179,321,0
6,5221,Diptera.179,326,0
6,5221,Diptera.179,331,0
6,5326,Diptera.364,211,0
6,5326,Diptera.364,216,0
6,5326,Diptera.364,221,1
6,5326,Diptera.364,226,15
6,5326,Diptera.364,231,2
6,5326,Diptera.364,236,2
6,5326,Diptera.364,241,0
6,5326,Diptera.364,246,1
6,5326,Diptera.364,251,0
6,5326,Diptera.364,256,3
6,5326,Diptera.364,261,0
6,5326,Diptera.364,266,7
6,5326,Diptera.364,271,1
6,5326,Diptera.364,276,0
6,5326,Diptera.364,281,4
6,5326,Diptera.364,286,0
6,5326,Diptera.364,291,0
6,5326,Diptera.364,296,0
6,5326,Diptera.364,301,0
6,5326,Diptera.364,306,0
6,5326,Diptera.364,311,0
6,5326,Diptera.364,316,0
6,5326,Diptera.364,321,0
6,5326,Diptera.364,326,0
6,5326,Diptera.364,331,0
6,5331,Diptera.365,211,0
6,5331,Diptera.365,216,0
6,5331,Diptera.365,221,1
6,5331,Diptera.365,226,0
6,5331,Diptera.365,231,0
6,5331,Diptera.365,236,2
6,5331,Diptera.365,241,0
6,5331,Diptera.365,246,0
6,5331,Diptera.365,251,0
6,5331,Diptera.365,256,0
6,5331,Diptera.365,261,0
6,5331,Diptera.365,266,0
6,5331,Diptera.365,271,0
6,5331,Diptera.365,276,0
6,5331,Diptera.365,281,0
6,5331,Diptera.365,286,5
6,5331,Diptera.365,291,0
6,5331,Diptera.365,296,0
6,5331,Diptera.365,301,0
6,5331,Diptera.365,306,0
6,5331,Diptera.365,311,0
6,5331,Diptera.365,316,0
6,5331,Diptera.365,321,0
6,5331,Diptera.365,326,0
6,5331,Diptera.365,331,0
6,5341,Diptera.366,211,0
6,5341,Diptera.366,216,0
6,5341,Diptera.366,221,0
6,5341,Diptera.366,226,0
6,5341,Diptera.366,231,0
6,5341,Diptera.366,236,0
6,5341,Diptera.366,241,0
6,5341,Diptera.366,246,0
6,5341,Diptera.366,251,0
6,5341,Diptera.366,256,7
6,5341,Diptera.366,261,0
6,5341,Diptera.366,266,0
6,5341,Diptera.366,271,0
6,5341,Diptera.366,276,0
6,5341,Diptera.366,281,0
6,5341,Diptera.366,286,0
6,5341,Diptera.366,291,0
6,5341,Diptera.366,296,0
6,5341,Diptera.366,301,0
6,5341,Diptera.366,306,0
6,5341,Diptera.366,311,0
6,5341,Diptera.366,316,0
6,5341,Diptera.366,321,0
6,5341,Diptera.366,326,0
6,5341,Diptera.366,331,0
6,5346,Diptera.367,211,0
6,5346,Diptera.367,216,0
6,5346,Diptera.367,221,0
6,5346,Diptera.367,226,0
6,5346,Diptera.367,231,0
6,5346,Diptera.367,236,0
6,5346,Diptera.367,241,0
6,5346,Diptera.367,246,0
6,5346,Diptera.367,251,0
6,5346,Diptera.367,256,0
6,5346,Diptera.367,261,0
6,5346,Diptera.367,266,2
6,5346,Diptera.367,271,0
6,5346,Diptera.367,276,0
6,5346,Diptera.367,281,0
6,5346,Diptera.367,286,0
6,5346,Diptera.367,291,0
6,5346,Diptera.367,296,0
6,5346,Diptera.367,301,0
6,5346,Diptera.367,306,0
6,5346,Diptera.367,311,0
6,5346,Diptera.367,316,0
6,5346,Diptera.367,321,0
